Segment,Respondent_Serial,NPS1_1,NPS_Recode,NPS2
Phone,38517,10,Promoter,"Their service is great - better picture, faster internet, no downtime and the price is right."
Phone,38523,10,Promoter,Like the service
Phone,38524,9,Promoter,they have offers that I liked
Phone,38528,5,Detractor,"It's a moot point. No one I know needs a recommendation from me, and I only have AT&T because it's the only available service for my home."
Phone,38533,8,Passive,
Phone,38536,10,Promoter,
Phone,38545,8,Passive,they have been ok so far
Phone,38546,9,Promoter,
Phone,38549,8,Passive,Good company. Our connection isn't always great.
Phone,38551,7,Passive,sometimes there are blackouts
Phone,38555,6,Detractor,Service is pretty good.
Phone,38561,5,Detractor,
Phone,38563,7,Passive,well known
Phone,38566,6,Detractor,high price
Phone,38568,5,Detractor,Increasing cost.
Phone,38573,3,Detractor,
Phone,38576,9,Promoter,
Phone,38578,10,Promoter,is the best
Phone,38580,0,Detractor,Rates and customer service
Phone,38582,2,Detractor,They have intermittant internet and lots of pixelation in video...  not great service but have a monopoly so no other choice.
Phone,38583,7,Passive,"Time Warner raises its prices constantly.  It is really tough on people, who live on a fixed income, like my parents."
Phone,38585,9,Promoter,"We like the service.  They, of course, are not perfect."
Phone,38588,9,Promoter,FAIRLY GOOD SERVICE
Phone,38596,9,Promoter,decent service
Phone,38597,7,Passive,I think the price is high but the products are good
Phone,38600,0,Detractor,They have horrible service and customer service
Phone,38604,8,Passive,good service
Phone,38606,7,Passive,fairly good service
Phone,38609,9,Promoter,
Phone,38611,8,Passive,"Good customer service, reliability and value."
Phone,38614,7,Passive,
Phone,38619,5,Detractor,
Phone,38620,9,Promoter,I have been with the company for years and they have treated me well. Decent customer service and good quality phone service.
Phone,38623,9,Promoter,
Phone,38626,7,Passive,service difficult
Phone,38632,5,Detractor,I do not like their on-demand services
Phone,38635,7,Passive,never a problem
Phone,38639,1,Detractor,They change the charges on the bill every month and add things on.  I have called them to correct the bill for five straight months.  Internet speed poor.
Phone,38642,9,Promoter,It a good services
Phone,38646,0,Detractor,"I don't like how slow the internet is, and sometimes the internet connection is very bad. I also don't like the lack of channels I have on the TV."
Phone,38649,6,Detractor,some problem with the provider
Phone,38650,6,Detractor,Don't normally recomend anything
Phone,38651,10,Promoter,
Phone,38652,5,Detractor,no choice
Phone,38653,0,Detractor,"Because they are very overpriced for what you get. The original bundle was under $100.00 and now 3 years later we are over $160.00 per month......Plus there are always problems, outages, etc...."
Phone,38654,7,Passive,sevices has been better lately
Phone,38655,8,Passive,
Phone,38657,9,Promoter,"good service, but expensive"
Phone,38658,10,Promoter,tried other companies and they gave me then run around with service.
Phone,38660,9,Promoter,Recent infrastructure updates have made Charter a competitor in the larger market in Atlanta but their customer service team members still make you feel like their one of your neighbors.
Phone,38661,9,Promoter,They are responsive and do a pretty good job.  They are the only source for telephone as we are pit pf tower range. As to internet it is either Frontier or Hughs net and Frontier isn't blocked by clouds in the southern sky.
Phone,38662,10,Promoter,"great network,great coverage,great customer service. Have been a customer for more than 10 years."
Phone,38664,6,Detractor,
Phone,38666,7,Passive,
Phone,38667,8,Passive,
Phone,38672,8,Passive,Great customer service
Phone,38673,8,Passive,I may renew if they don't increase the price.
Phone,38679,10,Promoter,Great Customer Service and fair pricing.
Phone,38681,10,Promoter,Each year we bargin with TWC to get the price we can afford.
Phone,38683,5,Detractor,I don't use it
Phone,38685,0,Detractor,Poor communication with customers
Phone,38688,8,Passive,"Good service, excellent local customer service reps, reasonable prices."
Phone,38692,10,Promoter,
Phone,38695,9,Promoter,Good service.
Phone,38698,10,Promoter,"AT&T has always been reliable, specially after hurricanes.  We loose power but my telephone still works.  We loose cell towers but my telephone still works.  We loose cable but my telephone still works."
Phone,38699,3,Detractor,high rates; poor service
Phone,38703,5,Detractor,
Phone,38704,6,Detractor,Inconsistent internet speed.
Phone,38707,8,Passive,have had very few problems with residential service
Phone,38708,8,Passive,its half azz
Phone,38711,10,Promoter,Good products at a good price.  Good customer service if and when needed.
Phone,38712,8,Passive,We save money and the bill includes everything at a glance.
Phone,38713,6,Detractor,
Phone,38715,10,Promoter,its reliable
Phone,38726,8,Passive,no issues
Phone,38729,7,Passive,none
Phone,38731,5,Detractor,the bill is always changing and it's not worth the amount
Phone,38734,6,Detractor,price
Phone,38739,6,Detractor,"Price is good compared to COX, but customer service leaves something to be desired a lot of the time."
Phone,38743,7,Passive,
Phone,38744,8,Passive,Their prices are rediculous
Phone,38747,0,Detractor,Overpriced but relaiabpe with good servicel.
Phone,38748,10,Promoter,The service is outstanding.  I have no complaints.
Phone,38752,6,Detractor,The internet is a bit slow for me. TV; seems like Dish only offers infomercials and sports. Never anything to watch. The price is right tho!
Phone,38754,7,Passive,I have always had good service
Phone,38758,9,Promoter,I like them
Phone,38762,5,Detractor,g
Phone,38766,8,Passive,"Decent but not extraordinary customer service.
But fairly reliable service overall."
Phone,38767,9,Promoter,
Phone,38772,0,Detractor,customer service is horrible
Phone,38775,8,Passive,"great service, decent price"
Phone,38780,10,Promoter,innovative
Phone,38784,5,Detractor,
Phone,38786,9,Promoter,consistently 100% service every month
Phone,38787,8,Passive,price  have had no problems with service
Phone,38789,9,Promoter,They gave us a good rate if we were to bundle all 3 services.
Phone,38799,10,Promoter,great service
Phone,38800,6,Detractor,
Phone,38803,8,Passive,
Phone,38806,9,Promoter,I have never had any problem with their customer service. I also like the package deals they offer. They offer a variety of channels that I have been enjoying.
Phone,38807,3,Detractor,
Phone,38812,6,Detractor,
Phone,38813,10,Promoter,"best service and offerings, easy  to deal with"
Phone,38815,10,Promoter,I like they service
Phone,38817,8,Passive,Good value & service
Phone,38818,10,Promoter,
Phone,38819,7,Passive,good but not great
Phone,38821,9,Promoter,"We had a little trouble in the beginning but since then we have not had any complaints - since they responded and we have not had any further problems I am comfortable recommending them.  Also, I think we get more for our money with them."
Phone,38826,10,Promoter,No issues with any aspect of service
Phone,38831,7,Passive,"Fairly expensive, but good network."
Phone,38841,2,Detractor,keep raising the price deleting the channels
Phone,38843,6,Detractor,
Phone,38845,5,Detractor,I don't really recommend services to my friends.
Phone,38851,8,Passive,
Phone,38856,9,Promoter,the service is reliable
Phone,38861,6,Detractor,Internet is good but telephone service seems expensive.
Phone,38870,7,Passive,
Phone,38871,7,Passive,I have been having problems with this service.  When it's working it works very well. It doesn't work well enough or stable enough to give the service rating than a 7.
Phone,38873,7,Passive,generally OK but occasional problems
Phone,38874,8,Passive,
Phone,38880,9,Promoter,a little pricey
Phone,38881,8,Passive,The service quality is excellent but the price is too high
Phone,38882,9,Promoter,"not perfect, but weare very happy"
Phone,38885,9,Promoter,"good service, very fair price"
Phone,38886,8,Passive,"I haven't always had good experiences with twc, but they're starting to straighten up I think"
Phone,38894,8,Passive,convience
Phone,38895,1,Detractor,The company is deceptive and is only focused on profits.
Phone,38904,10,Promoter,reliable service and lots of channels and super fast internet
Phone,38909,9,Promoter,Works well on us
Phone,38911,8,Passive,they treat you like family
Phone,38912,8,Passive,Good customer service. good picture and fast internet.
Phone,38914,7,Passive,there price a little high  no oe else to chose from
Phone,38919,9,Promoter,They take care of their customers
Phone,38921,7,Passive,I have experienced many problems with them
Phone,38922,9,Promoter,very good
Phone,38929,8,Passive,"Most of my friends are already connected either with Century Link, or some other company with whom they are fully satisfied, so I probably wouldn't make any recommendations."
Phone,38934,6,Detractor,
Phone,38946,8,Passive,
Phone,38947,2,Detractor,slow connection bad customer service
Phone,38949,8,Passive,
Phone,38951,5,Detractor,THEY ARE SLOW AND SOMEWHAT UNDEPENDABLE
Phone,38952,10,Promoter,very reliable & fast speed
Phone,38959,7,Passive,
Phone,38961,10,Promoter,
Phone,38962,7,Passive,"its is expensive and my wireless internet is slow with all the tv's hooked up to it in house and they don't add equipment to account for that,Most people have more then one TV if there are 5 people in a house"
Phone,38973,8,Passive,"high class service, always came through with fix if there were problems"
Phone,38976,8,Passive,This is the only one for tv inter wireless phone. Thanks
Phone,38978,5,Detractor,average rating
Phone,38981,7,Passive,they're good
Phone,38991,5,Detractor,they are just ok not great or bad
Phone,38993,9,Promoter,
Phone,38994,6,Detractor,prices is getting too high
Phone,39011,8,Passive,
Phone,39012,10,Promoter,Great service
Phone,39013,5,Detractor,too high priced
Phone,39015,4,Detractor,too costly and they give new customers a break but not existing customers
Phone,39018,10,Promoter,at&t is good service
Phone,39022,0,Detractor,"bad service tv goes out often, qnd cqn't reqch q person it stinks!!! When year is up BYe BYE!"
Phone,39026,10,Promoter,
Phone,39027,10,Promoter,i have a very good experience and satisfied as a user
Phone,39030,0,Detractor,Service too expensive
Phone,39031,8,Passive,They offer good products but are a bit expensive for what it is. Comcast is my most expensive bill other than my rent
Phone,39034,10,Promoter,like services I receive
Phone,39036,10,Promoter,Good value; please with the service.
Phone,39039,2,Detractor,"Comcast's internet service is horrible and inconsistent, and we frequently experience problems with our phones, television, and internet as a result."
Phone,39040,8,Passive,They are good and give the ability to connect from anywhere you are as long as there are other xfinity modems in the vicinity.
Phone,39052,8,Passive,"Don't really have any complaints except the price, but they're all too high, so...."
Phone,39053,9,Promoter,
Phone,39056,8,Passive,have been a long customer and like their service
Phone,39063,8,Passive,
Phone,39065,10,Promoter,been a consumer for years and never had any problems
Phone,39066,5,Detractor,I don't keep in touch with anyone
Phone,39067,6,Detractor,"Past experience, the rating would be much higher if the price of service would not jump after 12 months"
Phone,39070,4,Detractor,Time Warner Cable's customer service is very poor.
Phone,39071,8,Passive,
Phone,39072,7,Passive,thats bout the only service im familiar with
