Respondent_Serial,NPS2
244068,rates are good
245359,Rates are good
201530,rates are higher than normal
233227,RATES ARE HIGHER THAN STATE FARM. WILL CHANGE INSURER WHEN POLICY ENDS.
210356,Rates are okay
209748,"rates are reasonable, people friendly"
245501,rates are rising fast
208981,Rates are significantly lower than other providers
187929,Rates are somewhat high after amount of time I've invested with the company.
204562,Rates are too high
190165,Rates are very competitive and easy to deal with. No complaints whatsoever. When switching cars ....very easy and simple...wonderful phone staff.
188505,Rates are very competitive.
215666,Rates fair.  Not too much trouble with claims.
278777,Rates for the coverage provided
197412,"Rates have been increasing due to recent events, seems unbearable"
201351,Rates have been unbeatable.
192453,rates have gone up
220150,Rates keep rising.... but they are pretty cheap for AARP members
249239,rates seem decent
191895,Rates seem to always rise every time a renewal is due. They are already expensive
191414,rates were better and the person who helped me was wonderful and very knowledgeble
235044,Rates.
231200,ratings from consumer reports that amica is reliable....since i have never(knock on wood) needed to use them....my experience is nil....thank goodness
187761,Really cheap prices. good customer service
218567,"really found good deals for us with a 20 year old driver in the house - state farm was killing us when we got rid of a vehicle, so we left them for Liberty Mutual and they took care of our home also"
276647,Really good rates and actually got more than i needed and payed less
188056,really have little to say about my insurance company
214941,Reasonable
278894,Reasonable  premiums
289436,Reasonable and quality
283345,"reasonable cost, good service, friendly staff."
187174,Reasonable premium
214544,reasonable premium
200651,Reasonable Premiums and OK Service so far.
202101,reasonable price
216765,reasonable price
195294,"Reasonable price, easy claim processing."
218693,reasonable priced good insurace
193793,reasonable prices
275537,"reasonable prices, local agent"
258553,"reasonable prices, no problems with payments"
257290,Reasonable prices. Filed first claim ever and they made process easy and approved the claim.
186359,reasonable rate and service
187893,reasonable rates
199589,Reasonable rates
206484,Reasonable rates
213504,reasonable rates
198354,"reasonable rates & a local, available agent"
204133,Reasonable rates and discount for paying upfront.
196829,Reasonable rates and ease of filing claims
251504,reasonable rates and has a local agent
219141,"Reasonable rates, quick to respond to questions,  customer service is great"
211541,Reasonably good coverage for a competitive price.
186247,Reasonably priced insurance when compare to others; outstanding claims service and claims service employees - very knowledgeable and caring.
245395,Reasonably priced.  Competent.. Treat me fairly.
257065,Recently had an accident and I was totally IMPRESSED with their level of service and knowledge
190584,Recently met with a Liberty Agent due to annual increase and he was able to lower my premium
281031,Recommending broker not metlife
192814,Relationship with company has been good for the most part...
